Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
1,2026-07-11T21:49:38.720Z,49.1840078,-123.1450668,3.9,4.05,-0.278,-0.137,0.949,0,-7.68,3.54,-5.66
2,2026-07-11T21:49:38.760Z,49.1840082,-123.1450669,3.9,4.05,-0.210,-0.075,0.960,0,-6.23,3.23,-5.66
3,2026-07-11T21:49:38.800Z,49.1840088,-123.1450668,3.9,4.14,-0.154,-0.011,0.948,0,-4.13,3.34,-4.28
4,2026-07-11T21:49:38.840Z,49.1840094,-123.1450668,3.8,3.70,-0.108,0.053,0.924,0,-0.36,3.37,-2.21
5,2026-07-11T21:49:38.880Z,49.1840098,-123.1450670,3.8,2.98,-0.077,0.118,0.899,0,4.57,4.60,0.21
6,2026-07-11T21:49:38.920Z,49.1840102,-123.1450670,3.8,2.66,-0.099,0.136,0.859,0,7.21,7.91,2.78
7,2026-07-11T21:49:38.960Z,49.1840107,-123.1450671,3.8,3.24,-0.128,0.154,0.848,0,8.35,11.50,3.96
8,2026-07-11T21:49:39.000Z,49.1840112,-123.1450671,3.8,3.55,-0.155,0.167,0.863,0,8.28,15.13,4.42
9,2026-07-11T21:49:39.040Z,49.1840119,-123.1450671,3.8,4.01,-0.180,0.175,0.897,0,6.82,19.03,4.49
10,2026-07-11T21:49:39.080Z,49.1840125,-123.1450671,3.8,4.57,-0.200,0.177,0.943,0,5.18,22.90,5.10
11,2026-07-11T21:49:39.120Z,49.1840132,-123.1450671,3.9,4.78,-0.218,0.174,0.992,0,1.55,25.46,6.49
12,2026-07-11T21:49:39.160Z,49.1840139,-123.1450672,3.9,5.31,-0.228,0.161,1.023,0,-4.12,25.72,7.82
13,2026-07-11T21:49:39.200Z,49.1840145,-123.1450672,3.9,5.10,-0.232,0.144,1.032,0,-9.38,23.77,9.25
14,2026-07-11T21:49:39.240Z,49.1840151,-123.1450671,3.9,4.69,-0.235,0.123,1.020,0,-13.70,18.92,10.44
15,2026-07-11T21:49:39.280Z,49.1840154,-123.1450671,3.9,4.23,-0.231,0.100,0.981,0,-15.46,9.99,10.22
16,2026-07-11T21:49:39.320Z,49.1840160,-123.1450672,3.9,4.32,-0.221,0.082,0.935,0,-12.53,-0.75,9.06
17,2026-07-11T21:49:39.360Z,49.1840165,-123.1450671,3.8,4.09,-0.210,0.072,0.899,0,-8.07,-12.11,6.91
18,2026-07-11T21:49:39.400Z,49.1840170,-123.1450672,3.8,3.71,-0.195,0.067,0.876,0,-4.30,-21.76,3.83
19,2026-07-11T21:49:39.440Z,49.1840175,-123.1450672,3.8,4.11,-0.174,0.065,0.870,0,-1.10,-27.80,0.69
20,2026-07-11T21:49:39.480Z,49.1840181,-123.1450672,3.8,4.42,-0.155,0.066,0.882,0,0.15,-28.94,-1.55
21,2026-07-11T21:49:39.520Z,49.1840186,-123.1450672,3.8,4.54,-0.132,0.064,0.903,0,0.62,-25.58,-2.44
22,2026-07-11T21:49:39.560Z,49.1840192,-123.1450674,3.8,4.54,-0.111,0.061,0.927,0,1.91,-19.38,-1.69
23,2026-07-11T21:49:39.600Z,49.1840198,-123.1450674,3.8,4.29,-0.092,0.056,0.951,0,4.19,-12.41,0.03
24,2026-07-11T21:49:39.640Z,49.1840203,-123.1450676,3.8,4.14,-0.081,0.054,0.972,0,7.23,-6.57,2.25
25,2026-07-11T21:49:39.680Z,49.1840207,-123.1450676,3.8,3.74,-0.083,0.056,0.988,0,10.23,-3.73,3.95
26,2026-07-11T21:49:39.720Z,49.1840211,-123.1450676,3.8,3.66,-0.089,0.063,0.997,0,12.50,-4.35,3.99
27,2026-07-11T21:49:39.760Z,49.1840216,-123.1450677,3.8,4.13,-0.097,0.073,1.006,0,13.06,-8.54,2.61
28,2026-07-11T21:49:39.800Z,49.1840219,-123.1450676,3.8,3.59,-0.093,0.081,1.009,0,10.57,-16.26,-0.20
29,2026-07-11T21:49:39.840Z,49.1840224,-123.1450676,3.8,3.75,-0.075,0.087,1.001,0,7.91,-24.23,-2.86
30,2026-07-11T21:49:39.880Z,49.1840230,-123.1450678,3.7,3.96,-0.049,0.092,0.982,0,6.11,-29.98,-3.49
31,2026-07-11T21:49:39.920Z,49.1840236,-123.1450679,3.7,4.48,-0.025,0.099,0.953,0,5.52,-32.34,-1.79
32,2026-07-11T21:49:39.960Z,49.1840240,-123.1450679,3.7,4.22,-0.010,0.106,0.912,0,3.83,-28.77,2.40
33,2026-07-11T21:49:40.000Z,49.1840245,-123.1450679,3.7,4.19,-0.005,0.113,0.874,0,1.87,-22.70,7.35
34,2026-07-11T21:49:40.040Z,49.1840249,-123.1450679,3.7,3.94,-0.006,0.114,0.841,0,-3.13,-16.40,11.56
35,2026-07-11T21:49:40.080Z,49.1840253,-123.1450679,3.7,3.23,0.001,0.106,0.815,0,-7.57,-11.35,13.82
36,2026-07-11T21:49:40.120Z,49.1840258,-123.1450680,3.7,2.60,0.016,0.091,0.802,0,-9.32,-8.69,14.01
37,2026-07-11T21:49:40.160Z,49.1840262,-123.1450681,3.6,2.72,0.046,0.075,0.796,0,-5.87,-9.41,12.44
38,2026-07-11T21:49:40.200Z,49.1840266,-123.1450681,3.6,2.63,0.082,0.058,0.802,0,0.42,-10.62,11.56
39,2026-07-11T21:49:40.240Z,49.1840272,-123.1450683,3.5,3.08,0.120,0.044,0.815,0,4.70,-13.53,11.80
40,2026-07-11T21:49:40.280Z,49.1840277,-123.1450683,3.5,2.57,0.154,0.032,0.828,0,6.65,-17.52,13.34
41,2026-07-11T21:49:40.320Z,49.1840280,-123.1450681,3.5,2.23,0.187,0.018,0.844,0,5.82,-21.89,15.04
42,2026-07-11T21:49:40.360Z,49.1840284,-123.1450684,3.4,2.02,0.218,0.006,0.859,0,3.03,-26.99,16.33
43,2026-07-11T21:49:40.400Z,49.1840289,-123.1450686,3.3,1.63,0.247,-0.004,0.872,0,-0.95,-30.89,16.25
44,2026-07-11T21:49:40.440Z,49.1840290,-123.1450687,3.3,1.21,0.277,-0.012,0.883,0,-5.03,-32.00,14.94
45,2026-07-11T21:49:40.480Z,49.1840293,-123.1450687,3.3,1.30,0.302,-0.017,0.891,0,-10.01,-30.15,12.74
46,2026-07-11T21:49:40.520Z,49.1840297,-123.1450688,3.2,1.11,0.321,-0.021,0.893,0,-15.78,-24.44,9.11
47,2026-07-11T21:49:40.560Z,49.1840299,-123.1450689,3.2,0.75,0.341,-0.028,0.896,0,-20.28,-16.87,3.09
48,2026-07-11T21:49:40.600Z,49.1840301,-123.1450690,3.1,0.95,0.362,-0.035,0.903,0,-22.74,-10.18,-3.96
49,2026-07-11T21:49:40.640Z,49.1840304,-123.1450693,3.1,0.33,0.384,-0.048,0.923,0,-22.78,-5.03,-12.22
50,2026-07-11T21:49:40.680Z,49.1840305,-123.1450692,3.0,1.21,0.421,-0.063,0.955,0,-21.50,-2.21,-19.18
51,2026-07-11T21:49:40.720Z,49.1840308,-123.1450693,3.0,1.03,0.456,-0.083,0.996,0,-18.71,-2.03,-21.50
52,2026-07-11T21:49:40.760Z,49.1840311,-123.1450693,3.0,1.01,0.479,-0.106,1.033,0,-16.09,-2.25,-17.76
53,2026-07-11T21:49:40.800Z,49.1840309,-123.1450691,3.0,0.80,0.490,-0.133,1.055,0,-12.06,-2.24,-7.28
54,2026-07-11T21:49:40.840Z,49.1840309,-123.1450691,3.0,0.91,0.483,-0.158,1.063,0,-5.86,-1.80,7.84
55,2026-07-11T21:49:40.880Z,49.1840308,-123.1450691,3.0,1.55,0.457,-0.179,1.064,0,1.56,-1.28,24.80
56,2026-07-11T21:49:40.920Z,49.1840309,-123.1450689,2.9,1.99,0.428,-0.190,1.067,0,8.24,-1.17,41.43
57,2026-07-11T21:49:40.960Z,49.1840307,-123.1450689,2.9,2.15,0.395,-0.186,1.079,0,11.68,-1.94,57.20
58,2026-07-11T21:49:41.000Z,49.1840309,-123.1450691,2.9,1.39,0.364,-0.173,1.093,0,12.08,-2.46,68.56
59,2026-07-11T21:49:41.040Z,49.1840311,-123.1450692,2.9,0.39,0.337,-0.152,1.104,0,8.64,-2.36,76.97
60,2026-07-11T21:49:41.080Z,49.1840309,-123.1450693,2.9,0.82,0.303,-0.124,1.101,0,3.65,-1.44,82.26
61,2026-07-11T21:49:41.120Z,49.1840308,-123.1450692,2.9,1.80,0.267,-0.094,1.089,0,-0.59,0.22,83.98
62,2026-07-11T21:49:41.160Z,49.1840306,-123.1450693,2.9,2.07,0.235,-0.067,1.070,0,-2.90,2.33,81.80
63,2026-07-11T21:49:41.200Z,49.1840306,-123.1450695,2.9,1.73,0.208,-0.038,1.056,0,-4.77,4.44,77.26
64,2026-07-11T21:49:41.240Z,49.1840308,-123.1450696,2.8,0.93,0.187,-0.015,1.051,0,-7.08,5.91,69.83
65,2026-07-11T21:49:41.280Z,49.1840308,-123.1450696,2.8,1.18,0.185,-0.001,1.051,0,-10.53,7.12,60.08
66,2026-07-11T21:49:41.320Z,49.1840309,-123.1450698,2.8,0.75,0.195,0.002,1.053,0,-13.43,7.89,49.70
67,2026-07-11T21:49:41.360Z,49.1840311,-123.1450700,2.7,0.34,0.214,0.000,1.049,0,-13.65,7.76,39.23
68,2026-07-11T21:49:41.400Z,49.1840312,-123.1450700,2.7,0.46,0.236,-0.005,1.037,0,-7.83,6.03,28.37
69,2026-07-11T21:49:41.440Z,49.1840314,-123.1450702,2.7,0.23,0.260,-0.009,1.027,0,0.52,2.72,17.51
70,2026-07-11T21:49:41.480Z,49.1840314,-123.1450703,2.7,0.14,0.283,-0.015,1.025,0,8.32,-1.39,7.67
71,2026-07-11T21:49:41.520Z,49.1840315,-123.1450703,2.7,0.30,0.298,-0.028,1.036,0,14.55,-3.56,-0.61
72,2026-07-11T21:49:41.560Z,49.1840315,-123.1450703,2.7,0.28,0.298,-0.042,1.051,0,17.36,-3.78,-6.19
73,2026-07-11T21:49:41.600Z,49.1840317,-123.1450703,2.7,0.73,0.279,-0.055,1.062,0,17.71,-2.13,-7.92
74,2026-07-11T21:49:41.640Z,49.1840318,-123.1450703,2.6,0.81,0.240,-0.062,1.055,0,19.83,0.51,-6.66
75,2026-07-11T21:49:41.680Z,49.1840318,-123.1450703,2.6,0.42,0.188,-0.062,1.045,0,24.01,2.54,-4.35
76,2026-07-11T21:49:41.720Z,49.1840319,-123.1450703,2.6,0.14,0.150,-0.054,1.035,0,26.81,3.74,-2.47
77,2026-07-11T21:49:41.760Z,49.1840321,-123.1450705,2.6,0.48,0.130,-0.040,1.020,0,28.47,4.50,-2.04
78,2026-07-11T21:49:41.800Z,49.1840323,-123.1450707,2.6,0.46,0.133,-0.027,1.021,0,27.46,5.27,-3.77
79,2026-07-11T21:49:41.840Z,49.1840325,-123.1450708,2.6,0.38,0.154,-0.015,1.017,0,21.84,6.27,-7.42
80,2026-07-11T21:49:41.880Z,49.1840327,-123.1450710,2.5,0.37,0.181,0.000,1.009,0,16.27,7.44,-11.09
81,2026-07-11T21:49:41.920Z,49.1840328,-123.1450712,2.5,0.52,0.200,0.013,1.005,0,10.58,8.13,-14.40
82,2026-07-11T21:49:41.960Z,49.1840330,-123.1450712,2.5,0.93,0.202,0.030,1.008,0,4.53,7.18,-16.33
83,2026-07-11T21:49:42.000Z,49.1840333,-123.1450714,2.5,1.03,0.192,0.047,1.004,0,0.00,5.10,-15.88
84,2026-07-11T21:49:42.040Z,49.1840333,-123.1450714,2.5,0.78,0.166,0.061,1.008,0,-1.70,1.95,-12.34
85,2026-07-11T21:49:42.080Z,49.1840334,-123.1450714,2.5,0.62,0.140,0.068,0.999,0,-2.31,-0.66,-6.09
86,2026-07-11T21:49:42.120Z,49.1840334,-123.1450717,2.4,0.72,0.120,0.063,0.973,0,-0.93,-1.08,1.48
87,2026-07-11T21:49:42.160Z,49.1840336,-123.1450719,2.4,0.69,0.105,0.047,0.955,0,2.10,2.18,7.62
88,2026-07-11T21:49:42.200Z,49.1840337,-123.1450719,2.4,0.67,0.100,0.027,0.942,0,4.23,7.97,10.79
89,2026-07-11T21:49:42.240Z,49.1840339,-123.1450719,2.4,0.38,0.099,0.009,0.937,0,5.41,16.22,9.95
90,2026-07-11T21:49:42.280Z,49.1840340,-123.1450719,2.4,0.98,0.100,0.001,0.949,0,5.63,24.60,5.47
91,2026-07-11T21:49:42.320Z,49.1840341,-123.1450722,2.4,1.07,0.096,0.006,0.963,0,5.02,31.50,-0.31
92,2026-07-11T21:49:42.360Z,49.1840343,-123.1450722,2.4,1.15,0.091,0.018,0.989,0,4.35,36.28,-5.07
93,2026-07-11T21:49:42.400Z,49.1840343,-123.1450724,2.4,1.12,0.081,0.036,1.014,0,4.18,36.41,-7.71
94,2026-07-11T21:49:42.440Z,49.1840345,-123.1450722,2.4,0.77,0.067,0.052,1.032,0,4.15,32.34,-7.52
95,2026-07-11T21:49:42.480Z,49.1840345,-123.1450722,2.4,0.68,0.048,0.056,1.044,0,3.95,25.41,-5.60
96,2026-07-11T21:49:42.520Z,49.1840345,-123.1450722,2.4,0.47,0.025,0.058,1.041,0,3.40,17.04,-3.38
97,2026-07-11T21:49:42.560Z,49.1840345,-123.1450722,2.4,0.35,0.000,0.058,1.027,0,2.69,9.15,-1.51
98,2026-07-11T21:49:42.600Z,49.1840345,-123.1450722,2.4,0.39,-0.022,0.054,1.013,0,1.94,3.90,-0.33
99,2026-07-11T21:49:42.640Z,49.1840345,-123.1450722,2.4,0.40,-0.036,0.051,1.003,0,1.30,0.75,-0.02
100,2026-07-11T21:49:42.680Z,49.1840346,-123.1450724,2.4,0.37,-0.043,0.052,0.993,0,0.82,-0.39,-0.01
101,2026-07-11T21:49:42.720Z,49.1840345,-123.1450722,2.4,0.24,-0.042,0.052,0.995,0,0.70,-0.47,-0.02
102,2026-07-11T21:49:42.760Z,49.1840346,-123.1450724,2.4,0.42,-0.034,0.051,0.994,0,0.61,-0.51,-0.01
103,2026-07-11T21:49:42.800Z,49.1840347,-123.1450726,2.4,0.89,-0.024,0.050,0.994,0,0.63,-0.38,0.03
104,2026-07-11T21:49:42.840Z,49.1840351,-123.1450729,2.4,1.93,-0.016,0.050,0.993,0,0.59,-0.31,0.09
105,2026-07-11T21:49:42.880Z,49.1840349,-123.1450729,2.3,0.46,-0.010,0.051,0.994,0,0.58,-0.33,0.10
106,2026-07-11T21:49:42.920Z,49.1840351,-123.1450729,2.3,0.63,-0.008,0.051,0.994,0,0.58,-0.36,0.11
107,2026-07-11T21:49:42.960Z,49.1840352,-123.1450727,2.3,0.82,-0.008,0.051,0.994,0,0.59,-0.41,0.10
108,2026-07-11T21:49:43.000Z,49.1840353,-123.1450729,2.3,1.08,-0.011,0.051,0.994,0,0.56,-0.56,0.07
109,2026-07-11T21:49:43.040Z,49.1840353,-123.1450731,2.3,1.15,-0.014,0.051,0.994,0,0.58,-0.57,0.06
110,2026-07-11T21:49:43.080Z,49.1840355,-123.1450731,2.3,1.11,-0.016,0.051,0.993,0,0.58,-0.58,0.06
111,2026-07-11T21:49:43.120Z,49.1840357,-123.1450729,2.4,1.15,-0.018,0.051,0.993,0,0.58,-0.57,0.06
112,2026-07-11T21:49:43.160Z,49.1840354,-123.1450729,2.4,0.43,-0.020,0.051,0.993,0,0.58,-0.56,0.06
113,2026-07-11T21:49:43.200Z,49.1840354,-123.1450728,2.4,0.05,-0.020,0.051,0.993,0,0.57,-0.55,0.06
114,2026-07-11T21:49:43.240Z,49.1840354,-123.1450729,2.4,0.58,-0.020,0.051,0.993,0,0.56,-0.54,0.06
115,2026-07-11T21:49:43.280Z,49.1840356,-123.1450733,2.4,0.74,-0.019,0.051,0.993,0,0.56,-0.54,0.06
116,2026-07-11T21:49:43.320Z,49.1840358,-123.1450734,2.3,0.72,-0.019,0.051,0.994,0,0.56,-0.55,0.06
117,2026-07-11T21:49:43.360Z,49.1840359,-123.1450734,2.3,0.88,-0.018,0.052,0.994,0,0.57,-0.55,0.07
118,2026-07-11T21:49:43.400Z,49.1840358,-123.1450731,2.4,0.64,-0.018,0.052,0.994,0,0.57,-0.55,0.07
119,2026-07-11T21:49:43.440Z,49.1840357,-123.1450731,2.4,0.46,-0.017,0.052,0.994,0,0.57,-0.55,0.06
120,2026-07-11T21:49:43.480Z,49.1840358,-123.1450731,2.4,0.72,-0.018,0.052,0.994,0,0.58,-0.55,0.06
121,2026-07-11T21:49:43.520Z,49.1840358,-123.1450731,2.4,0.32,-0.018,0.051,0.994,0,0.58,-0.55,0.06
122,2026-07-11T21:49:43.560Z,49.1840359,-123.1450731,2.4,0.45,-0.018,0.051,0.994,0,0.58,-0.55,0.06
123,2026-07-11T21:49:43.600Z,49.1840359,-123.1450731,2.4,0.11,-0.018,0.051,0.994,0,0.58,-0.55,0.06
124,2026-07-11T21:49:43.640Z,49.1840361,-123.1450732,2.4,0.45,-0.018,0.051,0.994,0,0.57,-0.55,0.06
125,2026-07-11T21:49:43.680Z,49.1840361,-123.1450732,2.4,0.55,-0.018,0.051,0.994,0,0.57,-0.55,0.06
126,2026-07-11T21:49:43.720Z,49.1840362,-123.1450734,2.4,0.84,-0.018,0.051,0.993,0,0.57,-0.55,0.06
127,2026-07-11T21:49:43.760Z,49.1840363,-123.1450734,2.4,0.68,-0.018,0.051,0.993,0,0.56,-0.55,0.06
128,2026-07-11T21:49:43.800Z,49.1840363,-123.1450734,2.4,0.15,-0.018,0.051,0.993,0,0.56,-0.55,0.06
129,2026-07-11T21:49:43.840Z,49.1840364,-123.1450733,2.5,0.51,-0.018,0.052,0.993,0,0.56,-0.55,0.06
130,2026-07-11T21:49:43.880Z,49.1840363,-123.1450731,2.5,0.10,-0.018,0.051,0.993,0,0.56,-0.55,0.06
131,2026-07-11T21:49:43.920Z,49.1840363,-123.1450734,2.5,0.84,-0.018,0.051,0.993,0,0.57,-0.55,0.06
132,2026-07-11T21:49:43.960Z,49.1840363,-123.1450734,2.5,0.72,-0.018,0.052,0.993,0,0.57,-0.55,0.06
133,2026-07-11T21:49:44.000Z,49.1840364,-123.1450735,2.5,0.05,-0.018,0.051,0.993,0,0.57,-0.55,0.06
134,2026-07-11T21:49:44.040Z,49.1840367,-123.1450736,2.5,0.82,-0.018,0.051,0.994,0,0.57,-0.55,0.06
135,2026-07-11T21:49:44.080Z,49.1840367,-123.1450733,2.6,0.71,-0.018,0.052,0.994,0,0.57,-0.54,0.06
136,2026-07-11T21:49:44.120Z,49.1840367,-123.1450733,2.6,0.41,-0.018,0.051,0.994,0,0.56,-0.54,0.05
137,2026-07-11T21:49:44.160Z,49.1840368,-123.1450735,2.6,0.54,-0.018,0.051,0.993,0,0.56,-0.54,0.05
138,2026-07-11T21:49:44.200Z,49.1840368,-123.1450736,2.6,0.67,-0.018,0.052,0.993,0,0.56,-0.54,0.05
139,2026-07-11T21:49:44.240Z,49.1840368,-123.1450735,2.6,0.50,-0.018,0.051,0.993,0,0.56,-0.54,0.05
140,2026-07-11T21:49:44.280Z,49.1840369,-123.1450735,2.6,0.21,-0.018,0.051,0.993,0,0.57,-0.55,0.06
141,2026-07-11T21:49:44.320Z,49.1840371,-123.1450736,2.6,0.88,-0.018,0.052,0.993,0,0.57,-0.55,0.06
142,2026-07-11T21:49:44.360Z,49.1840373,-123.1450737,2.6,0.54,-0.018,0.051,0.993,0,0.57,-0.56,0.06
143,2026-07-11T21:49:44.400Z,49.1840375,-123.1450738,2.6,0.31,-0.018,0.051,0.993,0,0.58,-0.56,0.06
144,2026-07-11T21:49:44.440Z,49.1840375,-123.1450738,2.6,0.31,-0.018,0.052,0.993,0,0.59,-0.56,0.06
145,2026-07-11T21:49:44.480Z,49.1840375,-123.1450737,2.6,0.30,-0.018,0.051,0.994,0,0.59,-0.56,0.06
146,2026-07-11T21:49:44.520Z,49.1840376,-123.1450738,2.6,0.14,-0.017,0.051,0.994,0,0.58,-0.56,0.06
147,2026-07-11T21:49:44.560Z,49.1840376,-123.1450737,2.6,0.27,-0.017,0.051,0.994,0,0.58,-0.56,0.06
148,2026-07-11T21:49:44.600Z,49.1840377,-123.1450738,2.6,0.33,-0.017,0.051,0.994,0,0.58,-0.56,0.06
149,2026-07-11T21:49:44.640Z,49.1840379,-123.1450739,2.6,0.16,-0.017,0.051,0.994,0,0.57,-0.55,0.06
150,2026-07-11T21:49:44.680Z,49.1840381,-123.1450738,2.6,0.36,-0.017,0.051,0.994,0,0.57,-0.55,0.06
151,2026-07-11T21:49:44.720Z,49.1840381,-123.1450738,2.6,0.18,-0.017,0.051,0.994,0,0.57,-0.55,0.06
152,2026-07-11T21:49:44.760Z,49.1840382,-123.1450739,2.7,0.40,-0.017,0.051,0.994,0,0.57,-0.55,0.06
153,2026-07-11T21:49:44.800Z,49.1840383,-123.1450739,2.7,0.30,-0.017,0.051,0.993,0,0.57,-0.56,0.06
154,2026-07-11T21:49:44.840Z,49.1840385,-123.1450741,2.6,0.72,-0.017,0.051,0.994,0,0.57,-0.56,0.06
155,2026-07-11T21:49:44.880Z,49.1840382,-123.1450738,2.7,0.74,-0.017,0.051,0.994,0,0.57,-0.56,0.06
156,2026-07-11T21:49:44.920Z,49.1840382,-123.1450737,2.7,0.74,-0.018,0.052,0.993,0,0.57,-0.56,0.06
157,2026-07-11T21:49:44.960Z,49.1840383,-123.1450737,2.7,0.27,-0.018,0.051,0.994,0,0.57,-0.55,0.06
158,2026-07-11T21:49:45.000Z,49.1840386,-123.1450739,2.7,0.91,-0.018,0.051,0.994,0,0.57,-0.55,0.06
159,2026-07-11T21:49:45.040Z,49.1840387,-123.1450739,2.7,0.67,-0.018,0.052,0.994,0,0.57,-0.55,0.07
160,2026-07-11T21:49:45.080Z,49.1840388,-123.1450739,2.7,0.18,-0.018,0.052,0.993,0,0.58,-0.55,0.07
161,2026-07-11T21:49:45.120Z,49.1840388,-123.1450739,2.7,0.08,-0.018,0.052,0.994,0,0.58,-0.55,0.07
162,2026-07-11T21:49:45.160Z,49.1840388,-123.1450739,2.7,0.35,-0.018,0.052,0.993,0,0.59,-0.56,0.06
163,2026-07-11T21:49:45.200Z,49.1840389,-123.1450739,2.7,0.39,-0.017,0.052,0.993,0,0.58,-0.56,0.06
164,2026-07-11T21:49:45.240Z,49.1840392,-123.1450739,2.7,0.34,-0.017,0.052,0.994,0,0.59,-0.56,0.05
165,2026-07-11T21:49:45.280Z,49.1840392,-123.1450739,2.7,0.25,-0.017,0.052,0.994,0,0.58,-0.56,0.05
166,2026-07-11T21:49:45.320Z,49.1840391,-123.1450737,2.8,0.55,-0.017,0.052,0.994,0,0.58,-0.56,0.05
167,2026-07-11T21:49:45.360Z,49.1840391,-123.1450737,2.8,0.23,-0.017,0.051,0.994,0,0.57,-0.56,0.05
168,2026-07-11T21:49:45.400Z,49.1840393,-123.1450737,2.7,0.38,-0.017,0.051,0.994,0,0.57,-0.55,0.05
169,2026-07-11T21:49:45.440Z,49.1840393,-123.1450736,2.7,0.20,-0.017,0.051,0.994,0,0.57,-0.55,0.06
170,2026-07-11T21:49:45.480Z,49.1840394,-123.1450738,2.7,0.71,-0.017,0.051,0.994,0,0.57,-0.54,0.06
171,2026-07-11T21:49:45.520Z,49.1840394,-123.1450736,2.8,0.50,-0.017,0.051,0.994,0,0.57,-0.54,0.06
172,2026-07-11T21:49:45.560Z,49.1840395,-123.1450736,2.7,0.44,-0.017,0.051,0.994,0,0.57,-0.55,0.07
173,2026-07-11T21:49:45.600Z,49.1840395,-123.1450736,2.7,0.56,-0.017,0.051,0.994,0,0.57,-0.55,0.07
174,2026-07-11T21:49:45.640Z,49.1840397,-123.1450736,2.7,0.19,-0.017,0.051,0.994,0,0.57,-0.56,0.06
175,2026-07-11T21:49:45.680Z,49.1840397,-123.1450735,2.7,0.31,-0.017,0.051,0.994,0,0.57,-0.56,0.06
176,2026-07-11T21:49:45.720Z,49.1840398,-123.1450736,2.7,0.18,-0.017,0.051,0.994,0,0.57,-0.56,0.06
177,2026-07-11T21:49:45.760Z,49.1840398,-123.1450735,2.7,0.32,-0.017,0.051,0.994,0,0.57,-0.56,0.06
178,2026-07-11T21:49:45.800Z,49.1840398,-123.1450735,2.7,0.18,-0.017,0.051,0.994,0,0.57,-0.56,0.06
179,2026-07-11T21:49:45.840Z,49.1840399,-123.1450735,2.7,0.28,-0.017,0.051,0.994,0,0.57,-0.56,0.06
180,2026-07-11T21:49:45.880Z,49.1840400,-123.1450736,2.7,0.28,-0.017,0.051,0.994,0,0.57,-0.56,0.06
181,2026-07-11T21:49:45.920Z,49.1840400,-123.1450735,2.7,0.26,-0.017,0.051,0.994,0,0.58,-0.56,0.06
182,2026-07-11T21:49:45.960Z,49.1840401,-123.1450734,2.7,0.10,-0.017,0.051,0.994,0,0.58,-0.57,0.06
183,2026-07-11T21:49:46.000Z,49.1840400,-123.1450732,2.7,0.01,-0.018,0.052,0.994,0,0.58,-0.57,0.06
184,2026-07-11T21:49:46.040Z,49.1840400,-123.1450732,2.7,0.42,-0.018,0.051,0.994,0,0.58,-0.57,0.06
185,2026-07-11T21:49:46.080Z,49.1840401,-123.1450733,2.7,0.10,-0.018,0.052,0.994,0,0.58,-0.57,0.06
186,2026-07-11T21:49:46.120Z,49.1840401,-123.1450733,2.7,0.30,-0.018,0.051,0.994,0,0.58,-0.57,0.06
187,2026-07-11T21:49:46.160Z,49.1840403,-123.1450733,2.7,0.57,-0.018,0.051,0.994,0,0.57,-0.57,0.06
188,2026-07-11T21:49:46.200Z,49.1840402,-123.1450732,2.7,0.27,-0.018,0.051,0.994,0,0.57,-0.57,0.07
189,2026-07-11T21:49:46.240Z,49.1840402,-123.1450732,2.7,0.42,-0.018,0.051,0.994,0,0.56,-0.57,0.07
190,2026-07-11T21:49:46.280Z,49.1840402,-123.1450730,2.7,0.21,-0.018,0.051,0.993,0,0.56,-0.56,0.07
191,2026-07-11T21:49:46.320Z,49.1840403,-123.1450730,2.7,0.32,-0.018,0.051,0.993,0,0.56,-0.56,0.07
192,2026-07-11T21:49:46.360Z,49.1840404,-123.1450730,2.7,0.25,-0.018,0.051,0.994,0,0.56,-0.56,0.07
193,2026-07-11T21:49:46.400Z,49.1840404,-123.1450730,2.7,0.08,-0.018,0.051,0.994,0,0.57,-0.55,0.07
194,2026-07-11T21:49:46.440Z,49.1840403,-123.1450730,2.7,0.44,-0.018,0.051,0.994,0,0.57,-0.56,0.07
195,2026-07-11T21:49:46.480Z,49.1840403,-123.1450730,2.7,0.35,-0.018,0.051,0.994,0,0.58,-0.55,0.07
196,2026-07-11T21:49:46.520Z,49.1840404,-123.1450730,2.7,0.27,-0.018,0.051,0.994,0,0.58,-0.55,0.07
197,2026-07-11T21:49:46.560Z,49.1840405,-123.1450730,2.7,0.49,-0.018,0.051,0.994,0,0.58,-0.55,0.06
198,2026-07-11T21:49:46.600Z,49.1840406,-123.1450730,2.6,0.26,-0.018,0.052,0.994,0,0.57,-0.55,0.06
199,2026-07-11T21:49:46.640Z,49.1840406,-123.1450730,2.7,0.22,-0.018,0.051,0.994,0,0.57,-0.55,0.06
200,2026-07-11T21:49:46.680Z,49.1840406,-123.1450730,2.7,0.39,-0.018,0.051,0.994,0,0.57,-0.55,0.06
201,2026-07-11T21:49:46.720Z,49.1840406,-123.1450730,2.7,0.15,-0.018,0.052,0.993,0,0.57,-0.55,0.07
202,2026-07-11T21:49:46.760Z,49.1840405,-123.1450728,2.7,0.67,-0.018,0.051,0.994,0,0.56,-0.55,0.07
203,2026-07-11T21:49:46.800Z,49.1840405,-123.1450728,2.7,0.08,-0.017,0.051,0.994,0,0.57,-0.55,0.07
204,2026-07-11T21:49:46.840Z,49.1840405,-123.1450728,2.7,0.21,-0.017,0.051,0.994,0,0.57,-0.55,0.07
