Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
7234,2026-07-11T21:54:28.600Z,49.1840962,-123.1447023,7.4,52.88,1.117,2.548,0.617,10,2.78,-9.74,-78.05
7235,2026-07-11T21:54:28.640Z,49.1840924,-123.1446974,7.4,51.56,0.951,2.560,0.613,10,2.70,-11.58,-85.06
7236,2026-07-11T21:54:28.680Z,49.1840885,-123.1446932,7.4,49.95,0.824,2.504,0.590,10,-0.01,-14.35,-88.63
7237,2026-07-11T21:54:28.720Z,49.1840845,-123.1446896,7.4,48.80,0.746,2.472,0.590,10,-0.31,-14.78,-91.32
7238,2026-07-11T21:54:28.760Z,49.1840805,-123.1446863,7.4,47.53,0.676,2.432,0.609,10,-0.58,-14.99,-93.16
7239,2026-07-11T21:54:28.800Z,49.1840764,-123.1446834,7.4,46.83,0.602,2.377,0.599,10,-1.21,-15.49,-93.98
7240,2026-07-11T21:54:28.840Z,49.1840722,-123.1446809,7.4,46.03,0.544,2.355,0.633,10,0.30,-15.27,-97.22
7241,2026-07-11T21:54:28.880Z,49.1840684,-123.1446793,7.3,44.59,0.476,2.330,0.642,10,2.10,-14.65,-100.23
7242,2026-07-11T21:54:28.920Z,49.1840645,-123.1446781,7.3,43.35,0.361,2.313,0.651,10,2.87,-14.14,-99.01
7243,2026-07-11T21:54:28.960Z,49.1840604,-123.1446772,7.3,42.92,0.209,2.305,0.654,10,3.19,-12.87,-95.55
7244,2026-07-11T21:54:29.000Z,49.1840563,-123.1446768,7.3,43.06,0.057,2.303,0.691,10,3.45,-10.85,-93.11
7245,2026-07-11T21:54:29.040Z,49.1840520,-123.1446765,7.3,43.59,-0.111,2.259,0.701,10,1.64,-9.98,-91.08
7246,2026-07-11T21:54:29.080Z,49.1840476,-123.1446770,7.3,44.20,-0.258,2.311,0.747,10,1.66,-8.76,-95.43
7247,2026-07-11T21:54:29.120Z,49.1840432,-123.1446779,7.3,45.15,-0.352,2.429,0.842,10,2.35,-6.72,-109.96
7248,2026-07-11T21:54:29.160Z,49.1840389,-123.1446794,7.3,45.48,-0.388,2.552,0.914,10,3.47,-5.04,-127.88
7249,2026-07-11T21:54:29.200Z,49.1840347,-123.1446815,7.3,45.32,-0.401,2.557,0.925,10,4.95,-4.36,-140.87
7250,2026-07-11T21:54:29.240Z,49.1840310,-123.1446842,7.3,44.86,-0.477,2.570,0.903,10,4.17,-5.19,-146.41
7251,2026-07-11T21:54:29.280Z,49.1840268,-123.1446867,7.4,45.21,-0.553,2.443,0.841,10,3.40,-7.70,-139.34
7252,2026-07-11T21:54:29.320Z,49.1840232,-123.1446901,7.4,44.64,-0.643,2.289,0.742,10,1.12,-9.87,-124.40
7253,2026-07-11T21:54:29.360Z,49.1840200,-123.1446946,7.5,44.72,-0.655,2.244,0.695,10,0.07,-12.30,-107.86
7254,2026-07-11T21:54:29.400Z,49.1840169,-123.1446990,7.6,44.43,-0.537,2.162,0.640,10,-0.85,-14.41,-89.92
7255,2026-07-11T21:54:29.440Z,49.1840138,-123.1447033,7.6,43.11,-0.322,2.160,0.643,10,1.53,-14.86,-75.49
7256,2026-07-11T21:54:29.480Z,49.1840108,-123.1447079,7.6,41.18,-0.087,2.204,0.668,10,2.62,-13.46,-70.36
7257,2026-07-11T21:54:29.520Z,49.1840085,-123.1447126,7.6,39.46,0.105,2.205,0.682,10,3.31,-12.65,-69.15
7258,2026-07-11T21:54:29.560Z,49.1840062,-123.1447173,7.6,38.31,0.234,2.170,0.677,10,3.03,-12.15,-73.47
7259,2026-07-11T21:54:29.600Z,49.1840041,-123.1447222,7.6,38.25,0.282,2.188,0.694,10,2.85,-12.89,-83.58
7260,2026-07-11T21:54:29.640Z,49.1840024,-123.1447275,7.7,37.84,0.330,2.165,0.688,10,2.31,-13.71,-95.78
7261,2026-07-11T21:54:29.680Z,49.1840010,-123.1447330,7.7,37.71,0.390,2.169,0.680,10,2.70,-15.63,-105.75
7262,2026-07-11T21:54:29.720Z,49.1839999,-123.1447383,7.8,36.49,0.472,2.207,0.691,10,2.95,-16.99,-114.33
7263,2026-07-11T21:54:29.760Z,49.1839991,-123.1447434,7.9,34.66,0.545,2.234,0.697,10,2.68,-17.42,-119.26
7264,2026-07-11T21:54:29.800Z,49.1839988,-123.1447483,7.9,32.92,0.595,2.261,0.701,10,2.08,-16.85,-121.94
7265,2026-07-11T21:54:29.840Z,49.1839986,-123.1447532,7.9,31.86,0.608,2.267,0.704,10,1.14,-16.49,-121.61
7266,2026-07-11T21:54:29.880Z,49.1839986,-123.1447578,7.9,30.95,0.596,2.260,0.702,10,0.48,-16.06,-120.42
7267,2026-07-11T21:54:29.920Z,49.1839990,-123.1447623,7.9,30.08,0.584,2.229,0.687,10,0.49,-15.99,-119.98
7268,2026-07-11T21:54:29.960Z,49.1839996,-123.1447663,8.0,28.35,0.582,2.198,0.685,10,1.15,-16.18,-122.76
7269,2026-07-11T21:54:30.000Z,49.1840003,-123.1447701,8.0,27.09,0.585,2.187,0.697,10,1.98,-17.06,-126.77
7270,2026-07-11T21:54:30.040Z,49.1840015,-123.1447738,8.0,26.22,0.601,2.173,0.696,10,2.29,-17.90,-133.79
7271,2026-07-11T21:54:30.080Z,49.1840026,-123.1447768,8.0,24.65,0.600,2.156,0.699,10,2.43,-18.50,-141.32
7272,2026-07-11T21:54:30.120Z,49.1840041,-123.1447799,8.0,24.69,0.573,2.148,0.715,10,2.82,-18.78,-147.50
7273,2026-07-11T21:54:30.160Z,49.1840058,-123.1447822,8.0,23.54,0.489,2.127,0.717,10,2.92,-18.83,-150.30
7274,2026-07-11T21:54:30.200Z,49.1840076,-123.1447843,8.0,23.35,0.330,2.090,0.715,10,2.72,-18.16,-152.18
7275,2026-07-11T21:54:30.240Z,49.1840096,-123.1447863,8.0,23.73,0.097,2.045,0.722,10,2.71,-17.59,-154.45
7276,2026-07-11T21:54:30.280Z,49.1840119,-123.1447878,8.0,24.49,-0.195,1.989,0.721,10,2.81,-17.86,-158.90
7277,2026-07-11T21:54:30.320Z,49.1840140,-123.1447893,8.0,24.62,-0.498,1.922,0.715,10,2.62,-18.95,-164.91
7278,2026-07-11T21:54:30.360Z,49.1840166,-123.1447904,8.0,26.49,-0.773,1.852,0.713,10,2.29,-20.48,-170.15
7279,2026-07-11T21:54:30.400Z,49.1840195,-123.1447910,8.0,27.76,-0.998,1.781,0.726,10,2.01,-20.68,-169.16
7280,2026-07-11T21:54:30.440Z,49.1840224,-123.1447914,8.1,28.53,-1.212,1.714,0.763,10,1.28,-18.17,-159.13
7281,2026-07-11T21:54:30.480Z,49.1840255,-123.1447916,8.0,30.29,-1.342,1.610,0.792,10,0.05,-14.94,-134.07
7282,2026-07-11T21:54:30.520Z,49.1840290,-123.1447916,8.0,32.01,-1.422,1.424,0.785,10,-2.98,-10.12,-95.37
7283,2026-07-11T21:54:30.560Z,49.1840326,-123.1447911,8.0,34.21,-1.546,1.110,0.806,10,-6.21,-4.51,-43.93
7284,2026-07-11T21:54:30.600Z,49.1840363,-123.1447911,8.0,35.94,-1.626,0.671,0.818,10,-10.23,-1.49,7.84
7285,2026-07-11T21:54:30.640Z,49.1840403,-123.1447912,8.0,37.99,-1.692,0.117,0.863,10,-12.76,2.19,53.36
7286,2026-07-11T21:54:30.680Z,49.1840447,-123.1447919,8.0,40.22,-1.692,-0.504,0.960,10,-14.26,6.67,87.86
7287,2026-07-11T21:54:30.720Z,49.1840491,-123.1447931,7.9,41.92,-1.602,-1.047,1.047,10,-12.36,8.07,109.30
7288,2026-07-11T21:54:30.760Z,49.1840534,-123.1447950,7.9,42.91,-1.348,-1.506,1.094,10,-10.59,7.72,118.93
7289,2026-07-11T21:54:30.800Z,49.1840576,-123.1447972,7.8,43.28,-1.005,-1.896,1.186,10,-5.88,9.61,123.82
7290,2026-07-11T21:54:30.840Z,49.1840616,-123.1447995,7.8,42.47,-0.564,-2.183,1.263,10,-1.71,9.83,126.58
7291,2026-07-11T21:54:30.880Z,49.1840652,-123.1448024,7.7,41.36,-0.151,-2.363,1.321,10,2.77,10.46,129.48
7292,2026-07-11T21:54:30.920Z,49.1840686,-123.1448060,7.7,40.10,0.177,-2.510,1.380,10,5.16,12.39,131.83
7293,2026-07-11T21:54:30.960Z,49.1840716,-123.1448093,7.7,39.15,0.374,-2.481,1.355,10,5.76,11.94,127.63
7294,2026-07-11T21:54:31.000Z,49.1840741,-123.1448125,7.7,37.11,0.481,-2.406,1.300,10,5.07,10.31,120.38
7295,2026-07-11T21:54:31.040Z,49.1840765,-123.1448165,7.7,36.48,0.516,-2.317,1.236,10,3.28,8.47,111.70
7296,2026-07-11T21:54:31.080Z,49.1840788,-123.1448206,7.7,36.15,0.525,-2.212,1.171,10,1.57,5.99,102.27
7297,2026-07-11T21:54:31.120Z,49.1840806,-123.1448247,7.7,34.62,0.535,-2.111,1.127,10,0.47,3.99,96.46
7298,2026-07-11T21:54:31.160Z,49.1840824,-123.1448287,7.7,33.06,0.557,-2.093,1.140,10,0.47,4.49,98.43
7299,2026-07-11T21:54:31.200Z,49.1840834,-123.1448330,7.6,31.62,0.567,-2.072,1.146,10,0.10,5.31,104.98
7300,2026-07-11T21:54:31.240Z,49.1840845,-123.1448372,7.6,30.71,0.558,-2.056,1.154,10,0.51,6.39,114.33
7301,2026-07-11T21:54:31.280Z,49.1840852,-123.1448412,7.6,29.21,0.528,-2.045,1.152,10,0.71,7.07,123.44
7302,2026-07-11T21:54:31.320Z,49.1840856,-123.1448453,7.6,28.07,0.490,-2.034,1.147,10,0.66,7.68,130.63
7303,2026-07-11T21:54:31.360Z,49.1840856,-123.1448491,7.6,27.03,0.459,-2.024,1.140,10,0.37,7.85,135.26
7304,2026-07-11T21:54:31.400Z,49.1840852,-123.1448527,7.7,25.90,0.433,-2.014,1.139,10,0.06,7.93,138.23
7305,2026-07-11T21:54:31.440Z,49.1840845,-123.1448565,7.7,25.70,0.369,-1.998,1.132,10,-0.32,8.31,140.55
7306,2026-07-11T21:54:31.480Z,49.1840839,-123.1448599,7.7,24.62,0.273,-1.988,1.133,10,-0.85,9.13,142.95
7307,2026-07-11T21:54:31.520Z,49.1840831,-123.1448632,7.6,24.33,0.133,-1.972,1.131,10,-1.34,9.97,145.92
7308,2026-07-11T21:54:31.560Z,49.1840819,-123.1448665,7.6,24.18,-0.008,-1.963,1.134,10,-1.56,10.58,150.71
7309,2026-07-11T21:54:31.600Z,49.1840803,-123.1448695,7.6,24.81,-0.112,-1.960,1.132,10,-1.96,10.64,156.45
7310,2026-07-11T21:54:31.640Z,49.1840786,-123.1448720,7.6,24.02,-0.125,-1.957,1.124,10,-2.34,9.85,162.60
7311,2026-07-11T21:54:31.680Z,49.1840769,-123.1448740,7.6,22.26,-0.082,-1.950,1.113,10,-2.34,8.24,167.27
7312,2026-07-11T21:54:31.720Z,49.1840748,-123.1448755,7.6,21.85,-0.044,-1.951,1.112,10,-2.38,8.04,170.89
7313,2026-07-11T21:54:31.760Z,49.1840730,-123.1448769,7.6,20.93,-0.081,-1.936,1.108,10,-2.37,8.75,171.91
7314,2026-07-11T21:54:31.800Z,49.1840709,-123.1448778,7.6,20.72,-0.209,-1.939,1.124,10,-2.20,11.48,172.63
7315,2026-07-11T21:54:31.840Z,49.1840688,-123.1448787,7.6,21.08,-0.434,-2.006,1.200,10,-1.80,19.70,179.11
7316,2026-07-11T21:54:31.880Z,49.1840662,-123.1448787,7.5,23.78,-0.662,-2.071,1.286,10,-0.81,25.30,181.86
7317,2026-07-11T21:54:31.920Z,49.1840634,-123.1448783,7.5,25.13,-0.848,-2.077,1.329,10,1.00,29.20,182.13
7318,2026-07-11T21:54:31.960Z,49.1840604,-123.1448774,7.6,26.91,-0.981,-1.993,1.290,10,2.36,28.10,172.67
7319,2026-07-11T21:54:32.000Z,49.1840573,-123.1448762,7.7,28.34,-1.098,-1.806,1.210,10,3.95,21.57,153.34
7320,2026-07-11T21:54:32.040Z,49.1840546,-123.1448750,7.7,29.02,-1.246,-1.509,1.105,10,4.50,12.13,119.63
7321,2026-07-11T21:54:32.080Z,49.1840516,-123.1448733,7.7,29.84,-1.309,-1.069,1.000,10,8.07,3.87,76.16
7322,2026-07-11T21:54:32.120Z,49.1840484,-123.1448717,7.7,31.50,-1.219,-0.515,0.913,10,11.95,-5.93,20.88
7323,2026-07-11T21:54:32.160Z,49.1840451,-123.1448704,7.7,32.49,-0.902,0.086,0.881,10,14.87,-13.18,-38.33
7324,2026-07-11T21:54:32.200Z,49.1840420,-123.1448700,7.7,31.39,-0.362,0.707,0.865,10,16.30,-17.92,-91.32
7325,2026-07-11T21:54:32.240Z,49.1840392,-123.1448700,7.6,30.56,0.236,1.250,0.826,10,15.48,-20.68,-129.60
7326,2026-07-11T21:54:32.280Z,49.1840367,-123.1448702,7.6,27.94,0.684,1.629,0.786,10,10.57,-20.68,-145.60
7327,2026-07-11T21:54:32.320Z,49.1840342,-123.1448709,7.7,27.12,0.910,1.865,0.754,10,6.37,-19.75,-141.61
7328,2026-07-11T21:54:32.360Z,49.1840317,-123.1448715,7.7,25.91,0.942,1.978,0.726,10,2.85,-16.88,-131.54
7329,2026-07-11T21:54:32.400Z,49.1840297,-123.1448728,7.7,24.64,0.824,1.999,0.707,10,0.33,-16.01,-122.98
7330,2026-07-11T21:54:32.440Z,49.1840275,-123.1448743,7.7,24.13,0.704,2.036,0.724,10,0.98,-16.51,-127.25
7331,2026-07-11T21:54:32.480Z,49.1840256,-123.1448760,7.8,23.34,0.641,2.049,0.727,10,1.44,-17.32,-142.15
7332,2026-07-11T21:54:32.520Z,49.1840244,-123.1448779,7.9,20.22,0.619,2.046,0.731,10,2.10,-19.61,-159.28
7333,2026-07-11T21:54:32.560Z,49.1840233,-123.1448799,7.9,18.77,0.621,2.055,0.738,10,2.70,-21.36,-173.08
7334,2026-07-11T21:54:32.600Z,49.1840224,-123.1448820,8.0,17.40,0.610,2.048,0.740,10,3.16,-21.72,-181.93
7335,2026-07-11T21:54:32.640Z,49.1840216,-123.1448840,8.0,16.17,0.569,2.008,0.728,10,2.86,-22.43,-183.36
7336,2026-07-11T21:54:32.680Z,49.1840211,-123.1448865,8.0,15.79,0.481,1.983,0.735,10,3.18,-23.05,-182.84
7337,2026-07-11T21:54:32.720Z,49.1840210,-123.1448889,8.0,15.58,0.303,1.941,0.749,10,3.10,-22.13,-186.01
7338,2026-07-11T21:54:32.760Z,49.1840211,-123.1448914,8.1,15.64,0.046,1.870,0.746,10,2.92,-22.55,-192.43
7339,2026-07-11T21:54:32.800Z,49.1840212,-123.1448941,8.1,16.78,-0.262,1.817,0.742,10,3.07,-23.47,-202.59
7340,2026-07-11T21:54:32.840Z,49.1840217,-123.1448967,8.1,17.64,-0.566,1.772,0.742,10,3.13,-24.34,-212.37
7341,2026-07-11T21:54:32.880Z,49.1840224,-123.1448999,8.1,19.39,-0.828,1.722,0.730,10,3.26,-25.20,-216.78
7342,2026-07-11T21:54:32.920Z,49.1840233,-123.1449029,8.2,21.27,-1.015,1.687,0.724,10,2.89,-24.94,-211.96
7343,2026-07-11T21:54:32.960Z,49.1840248,-123.1449058,8.2,23.16,-1.194,1.615,0.731,10,2.27,-22.72,-192.97
7344,2026-07-11T21:54:33.000Z,49.1840265,-123.1449090,8.3,24.84,-1.340,1.528,0.746,10,1.57,-19.74,-167.68
7345,2026-07-11T21:54:33.040Z,49.1840284,-123.1449121,8.2,26.47,-1.498,1.405,0.758,10,0.67,-16.08,-139.29
7346,2026-07-11T21:54:33.080Z,49.1840305,-123.1449152,8.2,27.89,-1.679,1.272,0.783,10,0.32,-12.56,-113.97
7347,2026-07-11T21:54:33.120Z,49.1840330,-123.1449185,8.2,30.56,-1.862,1.137,0.807,10,0.35,-10.26,-95.72
7348,2026-07-11T21:54:33.160Z,49.1840358,-123.1449223,8.2,33.40,-2.003,1.057,0.812,10,1.18,-9.74,-87.75
7349,2026-07-11T21:54:33.200Z,49.1840390,-123.1449260,8.2,36.69,-2.099,1.054,0.825,10,3.31,-7.99,-86.03
7350,2026-07-11T21:54:33.240Z,49.1840424,-123.1449293,8.2,38.90,-2.057,1.050,0.807,10,2.70,-8.04,-81.66
7351,2026-07-11T21:54:33.280Z,49.1840462,-123.1449326,8.3,41.85,-1.989,1.028,0.797,10,2.05,-8.06,-66.93
7352,2026-07-11T21:54:33.320Z,49.1840499,-123.1449358,8.2,41.79,-1.922,0.914,0.808,10,-2.07,-5.60,-42.39
7353,2026-07-11T21:54:33.360Z,49.1840540,-123.1449393,8.2,43.69,-1.856,0.690,0.806,10,-7.63,-3.06,-8.30
7354,2026-07-11T21:54:33.400Z,49.1840582,-123.1449432,8.2,46.51,-1.910,0.310,0.880,10,-10.99,0.33,32.67
7355,2026-07-11T21:54:33.440Z,49.1840627,-123.1449477,8.2,50.12,-1.974,-0.209,0.951,11,-14.37,5.83,72.22
7356,2026-07-11T21:54:33.480Z,49.1840673,-123.1449532,8.2,53.49,-2.010,-0.736,0.987,11,-16.18,9.43,99.42
7357,2026-07-11T21:54:33.520Z,49.1840715,-123.1449589,8.2,54.78,-1.971,-1.159,0.971,11,-14.52,9.77,110.55
7358,2026-07-11T21:54:33.560Z,49.1840753,-123.1449644,8.2,54.33,-1.922,-1.475,0.980,11,-11.13,10.77,106.24
7359,2026-07-11T21:54:33.600Z,49.1840795,-123.1449707,8.2,56.38,-1.827,-1.755,1.017,11,-8.13,10.15,97.89
7360,2026-07-11T21:54:33.640Z,49.1840838,-123.1449779,8.2,59.16,-1.814,-1.926,1.105,11,-2.95,9.76,90.64
7361,2026-07-11T21:54:33.680Z,49.1840877,-123.1449862,8.2,63.42,-1.888,-2.143,1.188,11,0.29,12.18,89.22
7362,2026-07-11T21:54:33.720Z,49.1840912,-123.1449946,8.2,64.94,-1.841,-2.254,1.207,11,2.15,10.81,87.72
7363,2026-07-11T21:54:33.760Z,49.1840944,-123.1450028,8.2,64.50,-1.615,-2.335,1.185,11,2.50,7.00,87.63
7364,2026-07-11T21:54:33.800Z,49.1840975,-123.1450112,8.3,64.80,-1.127,-2.360,1.128,11,1.33,2.84,89.38
7365,2026-07-11T21:54:33.840Z,49.1841001,-123.1450193,8.3,62.34,-0.423,-2.377,1.089,11,-0.68,-0.40,93.92
7366,2026-07-11T21:54:33.880Z,49.1841022,-123.1450270,8.3,59.39,0.393,-2.295,1.072,11,-0.28,-2.96,95.63
7367,2026-07-11T21:54:33.920Z,49.1841043,-123.1450341,8.4,55.38,1.006,-2.246,1.105,11,-0.31,-1.42,91.77
7368,2026-07-11T21:54:33.960Z,49.1841059,-123.1450410,8.3,51.36,1.337,-2.210,1.143,11,0.19,0.10,68.20
7369,2026-07-11T21:54:34.000Z,49.1841074,-123.1450477,8.3,48.80,1.416,-2.172,1.159,11,1.24,1.25,36.42
7370,2026-07-11T21:54:34.040Z,49.1841083,-123.1450544,8.4,47.34,1.310,-2.119,1.160,11,2.07,1.13,4.53
7371,2026-07-11T21:54:34.080Z,49.1841092,-123.1450612,8.4,46.36,1.129,-2.085,1.157,11,1.34,0.49,-11.74
7372,2026-07-11T21:54:34.120Z,49.1841098,-123.1450678,8.4,44.94,1.005,-2.047,1.145,11,0.61,-0.26,-3.02
7373,2026-07-11T21:54:34.160Z,49.1841099,-123.1450741,8.3,43.42,1.008,-1.984,1.133,11,-0.58,0.34,35.52
7374,2026-07-11T21:54:34.200Z,49.1841099,-123.1450799,8.4,41.23,1.083,-1.903,1.115,11,-1.55,1.62,79.09
7375,2026-07-11T21:54:34.240Z,49.1841096,-123.1450854,8.4,38.22,1.193,-1.860,1.113,11,-2.36,3.75,113.81
7376,2026-07-11T21:54:34.280Z,49.1841093,-123.1450904,8.4,35.50,1.230,-1.840,1.110,11,-2.26,5.23,127.02
7377,2026-07-11T21:54:34.320Z,49.1841087,-123.1450949,8.4,33.06,1.198,-1.881,1.130,11,-1.36,7.16,121.22
7378,2026-07-11T21:54:34.360Z,49.1841080,-123.1450995,8.4,31.53,1.071,-1.943,1.147,11,-0.48,7.27,100.08
7379,2026-07-11T21:54:34.400Z,49.1841069,-123.1451037,8.3,30.13,0.883,-1.981,1.153,11,0.54,7.02,78.29
7380,2026-07-11T21:54:34.440Z,49.1841056,-123.1451076,8.3,29.65,0.653,-1.970,1.154,11,1.52,6.65,65.77
7381,2026-07-11T21:54:34.480Z,49.1841040,-123.1451112,8.3,29.15,0.439,-1.914,1.147,11,1.39,6.22,64.84
7382,2026-07-11T21:54:34.520Z,49.1841022,-123.1451146,8.4,29.11,0.285,-1.837,1.133,11,0.73,5.74,73.91
7383,2026-07-11T21:54:34.560Z,49.1841003,-123.1451182,8.4,29.16,0.206,-1.783,1.135,11,-0.17,6.78,92.56
7384,2026-07-11T21:54:34.600Z,49.1840984,-123.1451213,8.4,28.74,0.205,-1.770,1.135,11,-1.97,7.02,112.75
7385,2026-07-11T21:54:34.640Z,49.1840962,-123.1451239,8.4,27.34,0.276,-1.809,1.143,11,-4.02,7.86,132.08
7386,2026-07-11T21:54:34.680Z,49.1840940,-123.1451258,8.4,25.85,0.383,-1.888,1.163,11,-5.50,10.07,151.23
7387,2026-07-11T21:54:34.720Z,49.1840919,-123.1451275,8.4,24.03,0.479,-1.977,1.186,11,-6.03,12.55,167.16
7388,2026-07-11T21:54:34.760Z,49.1840897,-123.1451285,8.5,23.05,0.551,-2.050,1.208,11,-5.72,15.03,178.30
7389,2026-07-11T21:54:34.800Z,49.1840876,-123.1451290,8.6,20.68,0.574,-2.094,1.226,11,-3.95,17.78,186.58
7390,2026-07-11T21:54:34.840Z,49.1840855,-123.1451290,8.6,19.52,0.556,-2.103,1.226,11,-2.29,18.26,189.72
7391,2026-07-11T21:54:34.880Z,49.1840835,-123.1451286,8.7,18.30,0.507,-2.095,1.209,11,-0.99,17.12,188.96
7392,2026-07-11T21:54:34.920Z,49.1840817,-123.1451280,8.7,17.02,0.407,-2.063,1.186,11,-0.05,15.55,185.69
7393,2026-07-11T21:54:34.960Z,49.1840801,-123.1451271,8.7,16.55,0.187,-1.999,1.153,11,0.64,13.82,180.64
7394,2026-07-11T21:54:35.040Z,49.1840771,-123.1451244,8.7,17.81,-0.133,-1.897,1.127,11,1.33,12.46,175.52
7395,2026-07-11T21:54:35.080Z,49.1840756,-123.1451224,8.7,18.73,-0.501,-1.771,1.100,11,1.94,11.57,171.16
7396,2026-07-11T21:54:35.120Z,49.1840740,-123.1451199,8.7,20.07,-0.869,-1.643,1.095,11,1.60,12.16,165.90
7397,2026-07-11T21:54:35.160Z,49.1840724,-123.1451168,8.8,21.85,-1.190,-1.505,1.081,11,1.70,11.45,155.02
7398,2026-07-11T21:54:35.200Z,49.1840709,-123.1451133,8.8,24.14,-1.393,-1.416,1.085,11,0.31,10.68,142.26
7399,2026-07-11T21:54:35.240Z,49.1840693,-123.1451092,8.8,26.43,-1.479,-1.382,1.078,11,-1.34,10.14,130.02
7400,2026-07-11T21:54:35.280Z,49.1840680,-123.1451051,8.8,28.20,-1.522,-1.358,1.079,11,-1.04,9.21,121.39
7401,2026-07-11T21:54:35.320Z,49.1840667,-123.1451005,8.8,30.58,-1.559,-1.344,1.066,11,-1.17,8.31,116.51
7402,2026-07-11T21:54:35.360Z,49.1840655,-123.1450955,8.8,32.82,-1.636,-1.319,1.058,11,-1.11,8.41,114.67
7403,2026-07-11T21:54:35.400Z,49.1840647,-123.1450900,8.8,35.48,-1.741,-1.256,1.047,11,0.76,7.95,110.92
7404,2026-07-11T21:54:35.440Z,49.1840639,-123.1450840,8.8,38.65,-1.728,-1.142,1.035,11,3.35,5.49,95.23
7405,2026-07-11T21:54:35.480Z,49.1840630,-123.1450775,8.8,40.67,-1.479,-0.909,1.008,11,6.07,0.60,61.60
7406,2026-07-11T21:54:35.520Z,49.1840620,-123.1450713,8.9,40.78,-0.979,-0.540,0.985,11,10.39,-6.07,13.50
7407,2026-07-11T21:54:35.560Z,49.1840611,-123.1450663,8.8,38.06,-0.222,-0.036,0.947,11,13.75,-12.71,-42.00
7408,2026-07-11T21:54:35.600Z,49.1840599,-123.1450618,8.8,35.05,0.574,0.476,0.910,11,13.11,-16.33,-86.86
7409,2026-07-11T21:54:35.640Z,49.1840590,-123.1450585,8.7,30.34,1.097,0.916,0.873,11,10.54,-15.69,-101.22
7410,2026-07-11T21:54:35.680Z,49.1840579,-123.1450550,8.7,28.21,1.338,1.200,0.842,11,6.50,-12.15,-93.56
7411,2026-07-11T21:54:35.720Z,49.1840566,-123.1450514,8.7,27.42,1.265,1.324,0.812,11,2.82,-8.18,-71.48
7412,2026-07-11T21:54:35.760Z,49.1840553,-123.1450474,8.7,28.34,0.963,1.349,0.809,11,0.62,-5.12,-50.71
7413,2026-07-11T21:54:35.800Z,49.1840538,-123.1450442,8.7,27.10,0.658,1.375,0.801,11,0.74,-6.14,-50.69
7414,2026-07-11T21:54:35.840Z,49.1840521,-123.1450409,8.7,27.84,0.475,1.427,0.780,11,0.88,-10.41,-69.30
7415,2026-07-11T21:54:35.880Z,49.1840502,-123.1450383,8.6,26.37,0.388,1.583,0.765,11,1.79,-15.39,-99.20
7416,2026-07-11T21:54:35.920Z,49.1840482,-123.1450359,8.7,25.75,0.400,1.755,0.748,11,2.34,-19.26,-132.25
7417,2026-07-11T21:54:35.960Z,49.1840461,-123.1450338,8.6,25.58,0.467,1.938,0.731,11,2.80,-21.67,-157.56
7418,2026-07-11T21:54:36.000Z,49.1840440,-123.1450326,8.6,24.28,0.527,2.091,0.734,11,3.85,-21.79,-171.42
7419,2026-07-11T21:54:36.040Z,49.1840418,-123.1450316,8.6,23.71,0.574,2.174,0.733,11,3.98,-20.83,-178.95
7420,2026-07-11T21:54:36.080Z,49.1840399,-123.1450314,8.6,22.57,0.588,2.184,0.727,11,3.61,-20.77,-179.15
7421,2026-07-11T21:54:36.120Z,49.1840378,-123.1450312,8.6,21.98,0.590,2.186,0.725,11,3.47,-20.81,-177.68
7422,2026-07-11T21:54:36.160Z,49.1840360,-123.1450314,8.6,20.86,0.560,2.150,0.720,11,2.97,-21.13,-176.48
7423,2026-07-11T21:54:36.200Z,49.1840339,-123.1450321,8.6,21.71,0.475,2.097,0.706,11,1.86,-21.85,-175.57
7424,2026-07-11T21:54:36.240Z,49.1840322,-123.1450332,8.5,20.58,0.359,2.070,0.715,11,1.93,-22.30,-177.09
7425,2026-07-11T21:54:36.280Z,49.1840306,-123.1450345,8.6,19.73,0.230,2.038,0.724,11,2.21,-21.94,-181.67
7426,2026-07-11T21:54:36.320Z,49.1840294,-123.1450363,8.6,18.68,0.091,2.005,0.736,11,2.02,-22.18,-187.13
7427,2026-07-11T21:54:36.360Z,49.1840284,-123.1450387,8.6,18.03,-0.050,1.969,0.744,11,2.04,-22.27,-192.92
7428,2026-07-11T21:54:36.400Z,49.1840272,-123.1450407,8.7,18.13,-0.207,1.919,0.754,11,2.16,-22.25,-196.20
7429,2026-07-11T21:54:36.440Z,49.1840264,-123.1450438,8.7,19.29,-0.444,1.827,0.758,11,1.61,-21.49,-195.03
7430,2026-07-11T21:54:36.480Z,49.1840256,-123.1450470,8.7,20.76,-0.742,1.706,0.772,11,0.93,-20.57,-189.85
7431,2026-07-11T21:54:36.520Z,49.1840247,-123.1450503,8.7,22.06,-1.065,1.562,0.779,11,0.79,-19.12,-180.98
7432,2026-07-11T21:54:36.560Z,49.1840239,-123.1450543,8.7,25.03,-1.362,1.422,0.786,11,0.54,-17.59,-168.82
7433,2026-07-11T21:54:36.600Z,49.1840232,-123.1450587,8.7,27.50,-1.602,1.313,0.792,11,1.17,-16.13,-153.07
7434,2026-07-11T21:54:36.640Z,49.1840226,-123.1450629,8.7,27.97,-1.737,1.255,0.792,11,2.06,-14.71,-135.63
